0,0.05389085,1.77436,-0.2868797,0.1879689,1.041781,-0.0357777,-0.1357435,0.9989805,-0.1833761
0.0137988550000046,0.05284702,1.773887,-0.2867388,0.1877898,1.040555,-0.03574854,-0.1369576,0.9973947,-0.1844456
0.0273149480000257,0.05172038,1.773298,-0.2865516,0.1878835,1.038587,-0.03575575,-0.1383434,0.995791,-0.1855948
0.0412553130000788,0.05052095,1.772581,-0.2863227,0.1880912,1.03678,-0.03606187,-0.1398714,0.9939069,-0.1869846
0.0554586460000337,0.04923763,1.771987,-0.2861337,0.1885832,1.034516,-0.03685321,-0.1416031,0.991649,-0.1886739
0.0690710940000372,0.04793958,1.771294,-0.2858012,0.1890464,1.032035,-0.03796288,-0.1434399,0.9891163,-0.1907452
0.0826680210000177,0.04662956,1.770897,-0.2853124,0.1897591,1.028739,-0.03977396,-0.1455501,0.9864547,-0.1931306
0.0966927609999857,0.04522742,1.771206,-0.2848896,0.1907083,1.025088,-0.04176667,-0.148157,0.9836347,-0.195634
0.110644167000032,0.04375429,1.772037,-0.2841962,0.192171,1.021258,-0.04452235,-0.1510176,0.9810315,-0.1986757
0.124357292000013,0.04231106,1.773128,-0.2831773,0.194179,1.01722,-0.04821526,-0.1539311,0.9788845,-0.2024279
0.138826146000042,0.04086518,1.774552,-0.2821463,0.196453,1.01296,-0.05266603,-0.1568108,0.9770728,-0.2067363
0.152241354000012,0.03942163,1.776076,-0.2812371,0.1990134,1.008611,-0.05769463,-0.1597912,0.975426,-0.211299
0.165703958999984,0.03799978,1.777729,-0.2803339,0.2019685,1.004286,-0.0633806,-0.1628301,0.9740901,-0.2159359
0.179860521000023,0.03660852,1.779223,-0.279395,0.2051266,0.9999839,-0.06965245,-0.1660191,0.9730282,-0.2206278
0.193936042000018,0.0352505,1.780456,-0.2784682,0.2083906,0.9955812,-0.07656358,-0.1692755,0.9720064,-0.2252065
0.207666094000047,0.03399772,1.781277,-0.277652,0.2118629,0.9908078,-0.08367492,-0.1729809,0.9705889,-0.2292368
0.221776927000064,0.03286122,1.781667,-0.2769382,0.2156083,0.9859346,-0.0908823,-0.1770671,0.9685551,-0.2325518
0.235548854000058,0.03181346,1.781585,-0.2762943,0.2194887,0.9809873,-0.09840088,-0.1810387,0.9663912,-0.2356714
0.249379323000085,0.03084386,1.781224,-0.275686,0.2232234,0.9758474,-0.1059731,-0.1850314,0.9638363,-0.2381381
0.263012813000046,0.02994039,1.780847,-0.2750894,0.2267198,0.9703075,-0.1138142,-0.1887824,0.9614221,-0.2406138
0.277512291999983,0.02902971,1.780432,-0.274511,0.2301298,0.964581,-0.121992,-0.1923943,0.9589983,-0.2426595
0.291367448000074,0.02811516,1.780102,-0.2739377,0.2334482,0.9590979,-0.1304725,-0.1955887,0.9571357,-0.2446969
0.305339947999983,0.02720338,1.779622,-0.2734644,0.2366674,0.954433,-0.1394463,-0.1983523,0.9560253,-0.2469998
0.319150104000073,0.02633056,1.779141,-0.2731724,0.2397817,0.9501389,-0.1487934,-0.2009088,0.9548923,-0.2490609
